app_id,review_date,review_title,user_role_title,company_industry,company_size,score
1780,"<div class=""review-date"">November 14, 2016</div>",['Zoho Recruit A Must Try For ATS'],"<div class=""position"">CEO</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">1-10 employees</span>",10
1781,"<div class=""review-date"">November 23, 2016</div>",['Applicant tracking system for startups or growing businesses'],"<div class=""position"">CEO (Chief Executive Officer)</div>","<span class=""industry-type"">Computer Software</span>","<span class=""size"">1-10 employees</span>",7
1782,"<div class=""review-date"">November 21, 2016</div>","[""Its the best software for recruitment management I've seen, don't hesitate to use it.""]","<div class=""position"">IT &amp; Marketing Manager</div>","<span class=""industry-type"">Telecommunications</span>","<span class=""size"">1-10 employees</span>",9
1783,"<div class=""review-date"">November 11, 2016</div>",['Great ATS for a small recruitment agency'],"<div class=""position"">Senior Recruitment Consultant IT | Headhunter</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">1-10 employees</span>",9
1784,"<div class=""review-date"">August 13, 2014</div>",['Absolutely the best bang for your recruiting buck'],"<div class=""position"">Candidate and School Liaison</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">1-10 employees</span>",10
1785,"<div class=""review-date"">January 08, 2018</div>",['Very Good Software to use'],"<div class=""position"">Administrator in Human Resources</div>","<span class=""industry-type"">Education Management<span> Company</span></span>","<span class=""size"">11-50 employees</span>",10
1786,"<div class=""review-date"">December 14, 2016</div>",['Great Recruitment Tool'],"<div class=""position"">Director in Sales</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">1-10 employees</span>",9
1787,"<div class=""review-date"">December 28, 2015</div>",['Zoho Recruit: It could have been good'],"<div class=""position"">Director in Human Resources</div>","<span class=""industry-type"">Information Technology and Services<span> Company</span></span>","<span class=""size"">1-10 employees</span>",4
1788,"<div class=""review-date"">October 06, 2020</div>",['Best ATS ever for US recruiting!!'],"<div class=""position"">Delivery/Account Manager</div>","<span class=""industry-type"">Staffing &amp; Recruiting</span>","<span class=""size"">201-500 employees</span>",10
1789,"<div class=""review-date"">October 06, 2020</div>",['A perfect staffing software for users who would like to have their work done in less time and efficiently.'],"<div class=""position"">Talent Acquisition Specialist</div>","<span class=""industry-type"">Staffing &amp; Recruiting</span>","<span class=""size"">501-1000 employees</span>",10
1790,"<div class=""review-date"">October 06, 2020</div>",['An Excellent ATS for your business needs.'],"<div class=""position"">Junior Executive - Talent Acquisition</div>","<span class=""industry-type"">Staffing &amp; Recruiting</span>","<span class=""size"">501-1000 employees</span>",8
1791,"<div class=""review-date"">October 05, 2020</div>",['Best Tool Full Recruitment Life Cycle'],"<div class=""position"">Delivery Manager</div>","<span class=""industry-type"">Staffing &amp; Recruiting</span>","<span class=""size"">201-500 employees</span>",10
1792,"<div class=""review-date"">October 05, 2020</div>",['Make your daily complicated work process easier.'],"<div class=""position"">Executive - Talent Acquisition</div>","<span class=""industry-type"">Human Resources</span>","<span class=""size"">201-500 employees</span>",10
1793,"<div class=""review-date"">June 19, 2020</div>",['TalentHire - an exceptional recruiting software'],"<div class=""position"">Senior Recruiter</div>","<span class=""industry-type"">Staffing &amp; Recruiting</span>","<span class=""size"">201-500 employees</span>",10
1794,"<div class=""review-date"">October 06, 2020</div>",['Great and user friendly Application Tracking system and perfect ATS for recruitment and staffing agencies across the world'],"<div class=""position"">US IT and NON-IT TECHNICAL RECRUITER</div>","<span class=""industry-type"">Staffing &amp; Recruiting</span>","<span class=""size"">201-500 employees</span>",10
1795,"<div class=""review-date"">October 06, 2020</div>",['Best User-friendly ATS'],"<div class=""position"">Senior Technical Recruiter/ Sr Aerospace Recruiter</div>","<span class=""industry-type"">Staffing &amp; Recruiting</span>","<span class=""size"">201-500 employees</span>",10
1796,"<div class=""review-date"">October 06, 2020</div>",['CEIPAL TalentHire - Number 1 ATS'],"<div class=""position"">Assistant Delivery Manager</div>","<span class=""industry-type"">Information Services</span>","<span class=""size"">201-500 employees</span>",9
1797,"<div class=""review-date"">October 05, 2020</div>",['The best ATS software.'],"<div class=""position"">Technical Recruiter</div>","<span class=""industry-type"">Airlines/Aviation</span>","<span class=""size"">1001-5000 employees</span>",10
1798,"<div class=""review-date"">October 05, 2020</div>",['My best experience with CEIPAL TalentHire.'],"<div class=""position"">Talent Acquisition</div>","<span class=""industry-type"">Staffing &amp; Recruiting</span>","<span class=""size"">201-500 employees</span>",10
1799,"<div class=""review-date"">October 05, 2020</div>",['Good to use.'],"<div class=""position"">Talent Acquisition Specialist</div>","<span class=""industry-type"">Human Resources</span>","<span class=""size"">201-500 employees</span>",7
1800,"<div class=""review-date"">October 07, 2020</div>",['My Strength My CEIPAL'],"<div class=""position"">Manager in Information Technology</div>","<span class=""industry-type"">Information Technology &amp; Services<span> Company</span></span>","<span class=""size"">201-500 employees</span>",10
1801,"<div class=""review-date"">October 07, 2020</div>",['Perfect AI-Powered Recruitment Software'],"<div class=""position"">Executive in Human Resources</div>","<span class=""industry-type"">Staffing &amp; Recruiting<span> Company</span></span>","<span class=""size"">201-500 employees</span>",10
1802,"<div class=""review-date"">October 05, 2020</div>",['CEIPAL TalentHire Review'],"<div class=""position"">Executive in Human Resources</div>","<span class=""industry-type"">Staffing &amp; Recruiting<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",9
1803,"<div class=""review-date"">Updated October 08, 2019</div>",['Excellent ATS to be used'],"<div class=""position"">Manager in Human Resources</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">51-200 employees</span>",7
1804,"<div class=""review-date"">April 22, 2019</div>",['Best ATS in a Budget!'],"<div class=""position"">Employee in Human Resources</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">201-500 employees</span>",9
1805,"<div class=""review-date"">February 26, 2020</div>","[""From start to finish it's pretty darn easy""]","<div class=""position"">President Employee Benefits</div>","<span class=""industry-type"">Insurance</span>","<span class=""size"">11-50 employees</span>",8
1806,"<div class=""review-date"">September 05, 2019</div>",['iSolved solved all my payroll needs!'],"<div class=""position"">Human Resources Manager</div>","<span class=""industry-type"">Restaurants</span>","<span class=""size"">51-200 employees</span>",10
1807,"<div class=""review-date"">April 10, 2019</div>",['iSolved Solves Problems'],"<div class=""position"">Video Specialist</div>","<span class=""industry-type"">Higher Education</span>","<span class=""size"">51-200 employees</span>",9
1808,"<div class=""review-date"">August 22, 2018</div>",['Solving HR problems with iSolved!'],"<div class=""position"">Controller</div>","<span class=""industry-type"">Media Production</span>","<span class=""size"">51-200 employees</span>",9
1809,"<div class=""review-date"">February 02, 2018</div>",['My TimeForce Review'],"<div class=""position"">Payroll Specialist</div>","<span class=""industry-type"">Pharmaceuticals</span>","<span class=""size"">10,001+ employees</span>",8
1810,"<div class=""review-date"">Updated April 13, 2015</div>","['TimeForce review, great product with ease of use and exceptional functionality.']","<div class=""position"">Human Resource Clerk</div>","<span class=""industry-type"">Financial Services</span>","<span class=""size"">51-200 employees</span>",9
1811,"<div class=""review-date"">Updated May 03, 2015</div>",['Time and Attendance system - User friendly and reliable!'],"<div class=""position"">Senior Human Resources Generalist</div>","<span class=""industry-type"">Human Resources</span>","<span class=""size"">51-200 employees</span>",8
1812,"<div class=""review-date"">February 15, 2014</div>",['TimeForce: The Internet Explorer of Time and Attendance'],"<div class=""position"">Client Services Representative</div>","<span class=""industry-type"">Human Resources</span>","<span class=""size"">1-10 employees</span>",4
1813,"<div class=""review-date"">February 22, 2014</div>",['Excellent product'],"<div class=""position"">Administrative Assistant</div>","<span class=""industry-type"">Military</span>","<span class=""size"">11-50 employees</span>",10
1814,"<div class=""review-date"">February 21, 2014</div>",['Timeforce in Education'],"<div class=""position"">Director of Programs</div>","<span class=""industry-type"">Education Management</span>","<span class=""size"">51-200 employees</span>",9
1815,"<div class=""review-date"">February 17, 2014</div>",['Timeforce - my personal experience'],"<div class=""position"">Principal IT Enterprise Developer</div>","<span class=""industry-type"">Pharmaceuticals</span>","<span class=""size"">10,001+ employees</span>",5
1816,"<div class=""review-date"">Updated April 08, 2015</div>",['TimeForce II web-based works for remote and traveling employees'],"<div class=""position"">Professional in Finance and Accounting</div>","<span class=""industry-type"">Market Research<span> Company</span></span>","<span class=""size"">11-50 employees</span>",10
